movie_title,director_name,budget,content_rating,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,imdb_score
Back to the Future ,Robert Zemeckis,19000000,PG,116,Lea Thompson,Thomas F. Wilson,J.J. Cohen,210609762,Adventure|Comedy|Sci-Fi,clock tower|delorean|future|time travel|time travel comedy,8.5
Bandslam ,Todd Graff,20000000,PG,111,Scott Porter,Charlie Saxton,Ryan Donowho,5205343,Comedy|Drama|Family|Music|Romance,battle of the bands|high school|rock 'n' roll|school|teenager,6.4
Because of Winn-Dixie ,Wayne Wang,14000000,PG,106,Cicely Tyson,Luke Benward,Eva Marie Saint,32645546,Comedy|Drama|Family,10 year old|dog|florida|girl|supermarket,6.4
Bedtime Stories ,Adam Shankman,80000000,PG,99,Adam Sandler,Carmen Electra,Kathryn Joosten,109993847,Comedy|Family|Fantasy|Romance,2000s|bedtime story|elephant|handyman|tween girl,6.1
Bee Movie ,Steve Hickner,150000000,PG,91,Matthew Broderick,Oprah Winfrey,Rip Torn,126597121,Adventure|Animation|Comedy|Family,bee|dream sequence|egg|scatological humor|squashed bug,6.2
Beetlejuice ,Tim Burton,15000000,PG,92,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,73326666,Comedy|Fantasy,attic|ghost|surrealism|teenage girl|yuppie,7.5
Beverly Hills Chihuahua ,Raja Gosnell,20000000,PG,91,Jamie Lee Curtis,Nick Zano,Ali Hillis,94497271,Adventure|Comedy|Drama|Family|Romance,chihuahua|german shepherd|mexico|potted plant|tijuana mexico,3.7
Bicentennial Man ,Chris Columbus,100000000,PG,132,Robin Williams,Oliver Platt,John Michael Higgins,58220776,Comedy|Drama|Sci-Fi,23rd century|android|artificial intelligence|dual role|robot,6.8
Big Fat Liar ,Shawn Levy,15000000,PG,88,Frankie Muniz,Donald Faison,Lee Majors,47811275,Adventure|Comedy|Family,brunette|film producer|liar|prank|stunt,5.4
Big Fat Liar ,Shawn Levy,15000000,PG,88,Frankie Muniz,Donald Faison,Lee Majors,47811275,Adventure|Comedy|Family,brunette|film producer|liar|prank|stunt,5.4
Big Hero 6 ,Don Hall,165000000,PG,102,Damon Wayans Jr.,Daniel Henney,Abraham Benrubi,222487711,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,high tech|martial arts|masked man|robot|superhero,7.9
Big Miracle ,Ken Kwapis,40000000,PG,107,Ted Danson,Tim Blake Nelson,Andrew Daly,20113965,Biography|Drama|Romance,arctic circle|reporter|small town|volunteer|whale,6.5
Big ,Penny Marshall,18000000,PG,130,Tom Hanks,Jon Lovitz,John Heard,114968774,Comedy|Drama|Family|Fantasy|Romance,friend|job|new york city|toy|wish,7.3
Bill & Ted's Bogus Journey ,Peter Hewitt,20000000,PG,93,Keanu Reeves,George Carlin,Alex Winter,38037513,Adventure|Comedy|Fantasy|Music|Sci-Fi,battle of the bands|bill and ted|heaven|hell|robot,6.2
Bill & Ted's Excellent Adventure ,Stephen Herek,10000000,PG,90,Keanu Reeves,George Carlin,Al Leong,40485039,Adventure|Comedy|Music|Sci-Fi,failing student|high school|payphone|teenager|telephone booth,6.9
Black Nativity ,Kasi Lemmons,17500000,PG,93,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,7017178,Drama|Family|Music|Musical,based on stage musical|based on the bible|christmas|color in title|nativity,4.4
Bogus ,Norman Jewison,30000000,PG,110,Haley Joel Osment,Nancy Travis,Andrea Martin,4357000,Comedy|Family|Fantasy,box office flop|circus|imaginary friend|magician|one word title,5.3
Bolt ,Byron Howard,150000000,PG,96,Chloë Grace Moretz,Diedrich Bader,James Lipton,114053579,Adventure|Animation|Comedy|Drama|Family,cat|dog|hamster|new york city|superpower,6.9
Brave ,Mark Andrews,185000000,PG,93,Kelly Macdonald,John Ratzenberger,Julie Walters,237282182,Adventure|Animation|Comedy|Family|Fantasy,archery|coming of age|female warrior|princess|rebellious daughter,7.2
Bride Wars ,Gary Winick,30000000,PG,89,Anne Hathaway,Steve Howey,Candice Bergen,58715510,Comedy|Romance,best friend|dyed hair|fake tan|rivalry|wedding,5.4
Bridge to Terabithia ,Gabor Csupo,17000000,PG,96,Josh Hutcherson,Zooey Deschanel,Bailee Madison,82234139,Adventure|Drama|Family|Fantasy,bully|friend|imagination|reality|troll,7.2
Can't Stop the Music ,Nancy Walker,20000000,PG,124,Steve Guttenberg,Randy Jones,Caitlyn Jenner,2000000,Biography|Comedy|Musical,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,4.5
Casper ,Brad Silberling,50000000,PG,100,Eric Idle,Fred Rogers,Cathy Moriarty,100328194,Comedy|Family|Fantasy,casper|friendly ghost|ghost|maine|mansion,6
Catch That Kid ,Bart Freundlich,18000000,PG,91,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,16702864,Comedy|Crime,caper|computer genius|dog|heist|security chief,5.2
Cats & Dogs: The Revenge of Kitty Galore ,Brad Peyton,85000000,PG,82,Jack McBrayer,Sean Hayes,Katt Williams,43575716,Action|Comedy|Family|Fantasy,cartoon on tv|cat|dog|kitty|special agent,4.3
Cats & Dogs ,Lawrence Guterman,60000000,PG,87,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,93375151,Action|Comedy|Family|Fantasy,cartoon on tv|cat|dog|scientist|secret agent,5.2
Charlie and the Chocolate Factory ,Tim Burton,150000000,PG,115,Johnny Depp,Christopher Lee,David Kelly,206456431,Adventure|Comedy|Family|Fantasy,chocolate|diminution|miniaturization|physical flexability|ticket,6.7
Chasing Mavericks ,Michael Apted,20000000,PG,116,Gerard Butler,Abigail Spencer,Leven Rambin,6002756,Biography|Drama|Sport,box office flop|no opening credits|surfing|two word title|year 1987,7.2
Cheaper by the Dozen 2 ,Adam Shankman,60000000,PG,94,Taylor Lautner,Tom Welling,Alyson Stoner,82569532,Adventure|Comedy|Family,children|competition|rival|second part|vacation,5.4
Cheaper by the Dozen ,Shawn Levy,40000000,PG,94,Tom Welling,Alyson Stoner,Bonnie Hunt,138614544,Comedy|Family,9 year old|house|illinois|new job|vomiting,5.8
Christmas with the Kranks ,Joe Roth,60000000,PG,99,Jamie Lee Curtis,Cheech Marin,Jake Busey,73701902,Comedy|Family,act of kindness|christmas|christmas eve|neighbor|vacation,5.2
Cinderella ,Kenneth Branagh,95000000,PG,105,Hayley Atwell,Derek Jacobi,Lily James,201148159,Drama|Family|Fantasy|Romance,dress|duke|fairy godmother|fairy tale|pumpkin,7
City of Ember ,Gil Kenan,55000000,PG,90,Bill Murray,Toby Jones,Harry Treadaway,7871693,Adventure|Family|Fantasy|Sci-Fi,box|food|mayor|pipeworks|scientist,6.5
Clockstoppers ,Jonathan Frakes,26000000,PG,94,Michael Biehn,Paula Garcés,Jason George,36985501,Action|Adventure|Comedy|Sci-Fi|Thriller,frozen time|stopped time|time freeze|watch|wristwatch,5.2
Close Encounters of the Third Kind ,Steven Spielberg,19400870,PG,135,Bob Balaban,Teri Garr,Melinda Dillon,128300000,Drama|Sci-Fi,alien|close encounter of the third kind|mothership|ufo|vision,7.7
Cloudy with a Chance of Meatballs 2 ,Cody Cameron,78000000,PG,95,Will Forte,Khamani Griffin,Melissa Sturm,119793567,Animation|Comedy|Family|Fantasy|Sci-Fi,food|inventor|island|orangutan|scientist,6.5
Cloudy with a Chance of Meatballs ,Phil Lord,100000000,PG,90,Will Forte,Bobb'e J. Thompson,Al Roker,124870275,Animation|Comedy|Family|Sci-Fi,food|giant food|mayor|sardine|weather,7
Conan the Destroyer ,Richard Fleischer,18000000,PG,103,Mako,Olivia d'Abo,Grace Jones,26400000,Action|Adventure|Fantasy,gods|princess|queen|rescue|wizard,5.8
Contact ,Robert Zemeckis,90000000,PG,150,Matthew McConaughey,Tom Skerritt,Larry King,100853835,Drama|Mystery|Sci-Fi|Thriller,message from outer space|religion|religion versus science|scientist|universe,7.4
Cool Runnings ,Jon Turteltaub,15000000,PG,98,Doug E. Doug,Leon,Malik Yoba,68856263,Adventure|Comedy|Family|Sport,bobsled|coach|jamaica|olympic games|olympics,6.9
Coraline ,Henry Selick,60000000,PG,100,Jennifer Saunders,Dawn French,John Hodgman,75280058,Animation|Family|Fantasy,dream|new home|parallel worlds|scissors|secret door,7.7
Corpse Bride ,Tim Burton,40000000,PG,77,Johnny Depp,Christopher Lee,Joanna Lumley,53337608,Animation|Drama|Family|Fantasy|Musical|Romance,arranged marriage|bride|corpse|groom|woods,7.4
Courage ,Angelo Pizzo,20000000,PG,118,Donny Boaz,Finn Wittrock,Brent Anderson,2246000,Biography|Drama|Sport,coach|football|football movie|football team|high school sweethearts,7
Daddy Day Camp ,Fred Savage,6000000,PG,89,Lochlyn Munro,Brian Doyle-Murray,Tamala Jones,13235267,Comedy|Family,competition|estranged father|skunk|summer camp|wall,2.9
Daddy Day Care ,Steve Carr,60000000,PG,92,Anjelica Huston,Lisa Edelstein,Jeff Garlin,104148781,Comedy|Family,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers,5.5
Dead Poets Society ,Peter Weir,16400000,PG,128,Robin Williams,Josh Charles,Kurtwood Smith,95860116,Comedy|Drama,education|english teacher|poet|professor|student,8
Delgo ,Marc F. Adler,40000000,PG,94,Eric Idle,Anne Bancroft,Kelly Ripa,511920,Adventure|Animation|Comedy|Fantasy|Romance,box office flop|computer animation|one word title|surrealism|villainess,4.4
Despicable Me 2 ,Pierre Coffin,76000000,PG,98,Steve Carell,Miranda Cosgrove,Steve Coogan,368049635,Animation|Comedy|Family|Sci-Fi,dating|minion|overprotective father|undercover spy|woman agent,7.5
Despicable Me ,Pierre Coffin,69000000,PG,87,Steve Carell,Miranda Cosgrove,Jack McBrayer,251501645,Animation|Comedy|Family,girl|minion|moon|pyramid|white picket fence,7.7
Diary of a Wimpy Kid: Dog Days ,David Bowers,22000000,PG,94,Zachary Gordon,Rachael Harris,Karan Brar,49002815,Comedy|Family,best friend|camping|country club|no opening credits|summer vacation,6.4
Diary of a Wimpy Kid: Rodrick Rules ,David Bowers,21000000,PG,99,Zachary Gordon,Rachael Harris,Fran Kranz,52691009,Comedy|Family,brother|middle school|no opening credits|photograph|school,6.6
Diary of a Wimpy Kid ,Thor Freudenthal,15000000,PG,94,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,64001297,Comedy|Family,cheese|diary|friend|middle school|school,6.2
Dick Tracy ,Warren Beatty,100000000,PG,105,Charlie Korsmo,Warren Beatty,Seymour Cassel,103738726,Action|Comedy|Crime|Music|Romance|Thriller,crime boss|detective|dick tracy|gangster|orphan,6.1
Digimon: The Movie ,Mamoru Hosoda,5000000,PG,82,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,9628751,Action|Adventure|Animation|Family|Sci-Fi,based on video game|box office hit|computer|digimon|internet,5.9
Dinosaur ,Eric Leighton,127500000,PG,82,Alfre Woodard,D.B. Sweeney,Della Reese,137748063,Adventure|Animation|Family|Thriller,egg|iguanodon|lemur|meteor|nesting grounds,6.5
Dolphin Tale 2 ,Charles Martin Smith,36000000,PG,107,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,42019483,Drama|Family,dolphin|latex gloves|medical scrubs|purple gloves|turtle,6.4
Dolphin Tale ,Charles Martin Smith,37000000,PG,113,Morgan Freeman,Michael Roark,Harry Connick Jr.,72279690,Drama|Family,boy|dolphin|prosthetics|tail|trap,6.9
Dr. Dolittle 2 ,Steve Carr,72000000,PG,87,Raven-Symoné,Jeffrey Jones,Kevin Pollak,112950721,Comedy|Family|Fantasy,bear|doctor|false accusation|man with glasses|second part,4.6
Dragonball: Evolution ,James Wong,45000000,PG,100,Ian Whyte,Texas Battle,Randall Duk Kim,9353573,Action|Adventure|Fantasy|Sci-Fi|Thriller,bad|dragon|grandfather|orb|warrior,2.7
Dragonslayer ,Matthew Robbins,18000000,PG,108,Ian McDiarmid,Ralph Richardson,Albert Salmi,6000000,Action|Adventure|Fantasy,apprentice|dragon|king|kingdom|wizard,6.7
Dreamer: Inspired by a True Story ,John Gatins,32000000,PG,98,Ken Howard,Freddy Rodríguez,Holmes Osborne,32701088,Drama|Family|Sport,colon in title|horse|kentucky|overalls|six word title,6.9
Driving Miss Daisy ,Bruce Beresford,7500000,PG,99,Morgan Freeman,Jessica Tandy,Patti LuPone,106593296,Comedy|Drama|Family,1950s|african american|jewish|old age|widow,7.4
Dudley Do-Right ,Hugh Wilson,22000000,PG,77,Brendan Fraser,Alex Rocco,Eric Idle,9694105,Comedy|Family|Romance,gold|gold rush|mirror|police officer|singer,3.8
Duma ,Carroll Ballard,12000000,PG,100,Eamonn Walker,Hope Davis,Campbell Scott,860002,Adventure|Drama|Family,africa|bed|boy|cheetah|south africa,7.3
E.T. the Extra-Terrestrial ,Steven Spielberg,10500000,PG,120,Henry Thomas,Dee Wallace,Peter Coyote,434949459,Family|Sci-Fi,bicyclist|boy|doll|star wars reference|voice impersonation,7.9
Earth to Echo ,Dave Green,13000000,PG,91,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,38916903,Adventure|Family|Sci-Fi,alien|bar|construction worker|no opening credits|no title at beginning,5.8
Eight Below ,Frank Marshall,40000000,PG,120,Paul Walker,Bruce Greenwood,Wendy Crewson,81593527,Adventure|Drama|Family,antarctica|dog|siberian husky|sled dog|survival,7.3
Elf ,Jon Favreau,33000000,PG,97,Peter Dinklage,Zooey Deschanel,Will Ferrell,173381405,Comedy|Family|Fantasy|Romance,baby|christmas spirit|elf|new york city|north pole,6.9
Ella Enchanted ,Tommy O'Haver,35000000,PG,96,Anne Hathaway,Steve Coogan,Joanna Lumley,22913677,Comedy|Family|Fantasy|Romance,curse|fairy|obedience|prince|strong female character,6.3
Enchanted ,Kevin Lima,85000000,PG,107,Jeff Bennett,Teala Dunn,Fred Tatasciore,127706877,Animation|Comedy|Family|Fantasy|Musical|Romance,fairy tale|lawyer|love|new york|prince,7.1
Epic ,Chris Wedge,100000000,PG,102,Josh Hutcherson,Emma Kenney,Troy Evans,107515297,Adventure|Animation|Family|Fantasy,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,6.7
Eragon ,Stefen Fangmeier,100000000,PG,104,Djimon Hounsou,Ed Speleers,Gary Lewis,75030163,Action|Adventure|Family|Fantasy,dragon|dragon rider|fictional war|sword and fantasy|teenage hero,5.1
Escape from Alcatraz ,Don Siegel,8000000,PG,112,Clint Eastwood,Patrick McGoohan,Fred Ward,36500000,Biography|Crime|Drama,alcatraz|escape|inmate|island|prison,7.6
Escape from Planet Earth ,Cal Brunker,40000000,PG,89,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,57011847,Adventure|Animation|Comedy|Family|Sci-Fi,alien|cult film|mission control|product placement|rescue,5.9
Evan Almighty ,Tom Shadyac,175000000,PG,96,Jimmy Bennett,Morgan Freeman,Steve Carell,100289690,Comedy|Family|Fantasy,ark|change|congressman|depiction of god|flood,5.4
Evita ,Alan Parker,55000000,PG,135,Andrea Corr,Jimmy Nail,Peter Polycarpou,49994804,Biography|Drama|History|Musical,actress|argentina|military|politics|singer,6.3
Extraordinary Measures ,Tom Vaughan,31000000,PG,106,Harrison Ford,Brendan Fraser,Alan Ruck,11854694,Drama,cure|disease|imagination|race against time|venture capital,6.5
Facing the Giants ,Alex Kendrick,100000,PG,111,Alex Kendrick,Erin Bethea,Shannen Fields,10174663,Drama|Sport,christian|coach|faith|football|football team,6.7
Fame ,Kevin Tancharoen,18000000,PG,123,Kelsey Grammer,Kay Panabaker,Megan Mullally,22452209,Comedy|Drama|Musical|Romance,new york|performing arts|school|student|teacher,5
Fantastic 4: Rise of the Silver Surfer ,Tim Story,130000000,PG,92,Chris Evans,Ioan Gruffudd,Andre Braugher,131920333,Action|Adventure|Sci-Fi|Thriller,fantastic four|space|strong female character|strong female lead|superheroine,5.6
Fantastic Mr. Fox ,Wes Anderson,40000000,PG,87,Bill Murray,Meryl Streep,Helen McCrory,20999103,Adventure|Animation|Comedy|Crime|Family,cider|farm|farmer|fox|tale,7.8
Fat Albert ,Joel Zwick,26000000,PG,93,Dania Ramirez,Nick Zano,Alice Greczyn,48114556,Comedy|Family|Fantasy|Romance,animated sequence|junkyard|love|party|television,4.3
Finding Neverland ,Marc Forster,25000000,PG,101,Johnny Depp,Kate Winslet,Kelly Macdonald,51676606,Biography|Drama|Family,boy|inspiration|reference to peter pan|stage play|widow,7.8
Firefox ,Clint Eastwood,21000000,PG,136,Clint Eastwood,Warren Clarke,Kenneth Colley,46700000,Action|Adventure|Thriller,fighter plane|jet fighter|refueling|russia|soviet union,5.9
Fireproof ,Alex Kendrick,500000,PG,122,Kirk Cameron,Ken Bevel,Erin Bethea,33451479,Drama|Romance,christian film|dare|firefighter|internet pornography|marriage,6.5
Flicka ,Michael Mayer,15000000,PG,95,Alison Lohman,Danny Pino,Tim McGraw,20998709,Adventure|Drama|Family,father son relationship|horse|horse ranch|ranch|wild mustang,6.2
Flipped ,Rob Reiner,14000000,PG,90,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,1752214,Comedy|Drama|Romance,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,7.7
Flipper ,Alan Shapiro,25530000,PG,95,Paul Hogan,Chelsea Field,Jessica Wesson,20047715,Adventure|Family,dolphin|florida|florida keys|summer|vomiting,5.2
Flubber ,Les Mayfield,80000000,PG,90,Robin Williams,Jodi Benson,Sam Lloyd,92969824,Comedy|Family|Sci-Fi,college|flubber|flying rubber|professor|wedding,5.2
Footloose ,Herbert Ross,8200000,PG,107,Dianne Wiest,Chris Penn,Lori Singer,80000000,Drama|Music|Romance,church|cowboy boots|dancing|high school dance|teenager,6.5
Frankenweenie ,Tim Burton,39000000,PG,87,Martin Landau,Catherine O'Hara,Atticus Shaffer,35287788,Animation|Comedy|Family|Horror|Sci-Fi,dog|life|remake by original director|science|stop motion animation,7
Freaky Friday ,Mark Waters,26000000,PG,97,Jamie Lee Curtis,Julie Gonzalo,Willie Garson,110222438,Comedy|Family|Fantasy|Music|Romance,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones,6.1
Free Birds ,Jimmy Hayward,55000000,PG,91,Amy Poehler,Carlos Ponce,Dan Fogler,55747724,Adventure|Animation|Comedy|Family,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,5.9
From Justin to Kelly ,Robert Iscove,12000000,PG,90,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,4922166,Comedy|Musical|Romance,bar|florida|love|spring break|waitress,2.1
Frozen ,Chris Buck,150000000,PG,102,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,400736600,Adventure|Animation|Comedy|Family|Fantasy|Musical,magic|sister love|sister sister relationship|snow|snowman,7.6
Furry Vengeance ,Roger Kumble,35000000,PG,92,Brendan Fraser,Brooke Shields,Matt Prokop,17596256,Comedy|Family,animal|bear|land developer|real estate|real estate developer,3.8
Galaxy Quest ,Dean Parisot,45000000,PG,102,Alan Rickman,Enrico Colantoni,Robin Sachs,71423726,Adventure|Comedy|Sci-Fi,alien|alien race|convention|fan|general,7.3
Garfield ,Peter Hewitt,35000000,PG,80,Bill Murray,Mark Christopher Lawrence,Michael Monks,75367693,Animation|Comedy|Family|Fantasy,cat|dog|first part|lasagna|veterinarian,5
George of the Jungle ,Sam Weisman,55000000,PG,92,Brendan Fraser,Abraham Benrubi,Holland Taylor,105263257,Action|Adventure|Comedy|Family|Romance,animal companion|heiress|hero|jungle|male objectification,5.4
Gettysburg ,Ron Maxwell,25000000,PG,271,Tom Berenger,William Morgan Sheppard,James Patrick Stuart,10769960,Drama|History|War,american civil war|battle|blood splatter|civil war|irish american,7.7
G-Force ,Hoyt Yeatman,150000000,PG,88,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,119420252,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,fbi director|guinea pig|household appliance|secret agent|talking mouse,5.1
Glee: The 3D Concert Movie ,Kevin Tancharoen,9000000,PG,84,Lea Michele,Heather Morris,Kevin McHale,11860839,Documentary|Music,concert|live in concert recording|live performance,5.4
God's Not Dead 2 ,Harold Cronk,5000000,PG,120,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera,20773070,Drama,alternate universe|christian|christian film|christianity|manipulation,3.4
