movie_title,director_name,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,language,country,content_rating,budget,imdb_score,aspect_ratio
A Lego Brickumentary ,Kief Davidson,93,G.W. Krauss,Brian Whitaker,Jason Bateman,100240,Documentary,artist|denmark|lego|toy|toy company,English,Denmark,G,1000000,6.8,
Dancer in the Dark ,Lars von Trier,140,Catherine Deneuve,Udo Kier,Björk,4157491,Crime|Drama|Musical,ends with quotation|execution|factory|women's prison|year 1964,English,Denmark,R,12800000,8,2.35
Flame and Citron ,Ole Christian Madsen,45,Lars Mikkelsen,Thure Lindhardt,Christian Berkel,145109,Drama|History|Thriller|War,danish|double agent|nazi|nazi occupation|resistance,Danish,Denmark,Not Rated,45000000,7.3,2.35
Manderlay ,Lars von Trier,139,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,74205,Drama,cotton|female frontal nudity|flogging|gangster|slavery,English,Denmark,Not Rated,14200000,7.4,2.35
Melancholia ,Lars von Trier,130,Alexander Skarsgård,Kirsten Dunst,Charlotte Rampling,3029870,Drama|Sci-Fi,art director|breasts|depression|outdoor sex|riding a horse,English,Denmark,R,7400000,7.1,2.35
Only God Forgives ,Nicolas Winding Refn,90,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,778565,Crime|Drama,brutal cop|drug dealer|punishment|thai boxing|vengeance,English,Denmark,R,4800000,5.7,1.85
Smilla's Sense of Snow ,Bille August,121,Jim Broadbent,Tom Wilkinson,Julia Ormond,2221994,Action|Drama|Sci-Fi|Thriller,boy|greenland|neighbor|roof|snow,English,Denmark,R,35000000,6.4,2.35
The Celebration ,Thomas Vinterberg,105,Ulrich Thomsen,Paprika Steen,Trine Dyrholm,1647780,Drama,dogme 95|family secret|haunted by the past|secret|speech,Danish,Denmark,R,1300000,8.1,1.33
The Hunt ,Thomas Vinterberg,115,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,610968,Drama,deer|gun|gunshot|hunt|kindergarten teacher,Danish,Denmark,R,3800000,8.3,2.35
Le Havre ,Aki Kaurismäki,93,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,611709,Comedy|Drama,bar|container|illegal immigrant|neighbor|shoe shiner,French,Finland,Not Rated,3850000,7.2,1.85
8 Women ,François Ozon,111,Catherine Deneuve,Isabelle Huppert,Emmanuelle Béart,3076425,Comedy|Crime|Musical|Romance,cook|industrialist|secret|snowstorm|suspect,French,France,R,8000000,7.1,1.85
A Very Long Engagement ,Jean-Pierre Jeunet,133,Denis Lavant,André Dussollier,Albert Dupontel,6167817,Drama|Mystery|Romance|War,court martial|death|girl|no man's land|soldier,French,France,R,47000000,7.7,2.35
Amélie ,Jean-Pierre Jeunet,122,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,33201661,Comedy|Romance,cheerfulness|female protagonist|garden gnome|magical realism|waitress,French,France,R,77000000,8.4,2.35
Amen. ,Costa-Gavras,132,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,274299,Biography|Crime|Drama|War,jesuit|jew|pope|priest|ss,English,France,Unrated,103000000,7.3,1.85
Amour ,Michael Haneke,127,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,225377,Drama|Romance,aging|daughter|old couple|old love|stroke,French,France,PG-13,8900000,7.9,1.85
Arthur and the Invisibles ,Luc Besson,94,Mia Farrow,Adam LeFevre,Penny Balfour,15131330,Adventure|Animation|Family|Fantasy,boy|debt|garden|princess|treasure,English,France,PG,86000000,6,2.35
Assassins ,Richard Donner,132,Muse Watson,Sylvester Stallone,Kelly Rowan,30306268,Action|Crime|Thriller,assassin|floppy disk|modem|rival|russian,English,France,R,50000000,6.3,1.85
Babel ,Alejandro G. Iñárritu,143,Brad Pitt,Harriet Walter,Dermot Crowley,34300771,Drama,american|destiny|mexican border|multiple perspectives|muslim,English,France,R,25000000,7.5,1.85
Babylon A.D. ,Mathieu Kassovitz,101,Vin Diesel,Charlotte Rampling,David Belle,22531698,Action|Adventure|Sci-Fi|Thriller,box office flop|convent|mercenary|new york|pregnant,English,France,PG-13,70000000,5.6,2.35
Blood Ties ,Guillaume Canet,144,Mila Kunis,Lili Taylor,Billy Crudup,41229,Crime|Drama|Thriller,1970s|flashback|love|money|murder,English,France,R,25500000,6.5,2.35
Bon voyage ,Jean-Paul Rappeneau,114,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,2353728,Comedy|Drama|Mystery|Romance|Thriller|War,actress|bordeaux|german|heavy water|nazi,French,France,PG-13,20000000,6.9,2.35
Brick Mansions ,Camille Delamarre,100,Paul Walker,Robert Maillet,RZA,20285518,Action|Crime|Drama|Thriller,bare chested male bondage|crime lord|die hard scenario|two word title|undercover,English,France,PG-13,28000000,5.7,2.35
Caramel ,Nadine Labaki,95,Yasmine Al Massri,Adel Karam,Nadine Labaki,1060591,Comedy|Drama|Romance,caramel|friendship|police|secret|suitor,Arabic,France,PG,1300000,7.2,1.85
Catch a Fire ,Phillip Noyce,98,Derek Luke,Terry Pheto,Bonnie Henna,4291965,Biography|Drama|History,attack|coach|colonel|jail|oil refinery,English,France,PG-13,14000000,6.7,2.35
Cecil B. DeMented ,John Waters,87,Alicia Witt,Melanie Griffith,Kevin Nealon,1276984,Comedy|Crime|Thriller,actress|drive in|female protagonist|movie star|woman shot in the forehead,English,France,R,10000000,6.2,1.85
Clean ,Olivier Assayas,110,Maggie Cheung,Béatrice Dalle,Don McKellar,136007,Drama|Music|Romance,jail|junkie|money|motel|singer,French,France,R,4500,6.9,2.35
Coco Before Chanel ,Anne Fontaine,111,Alessandro Nivola,Benoît Poelvoorde,Marie Gillain,6109075,Biography|Drama,baron|fashion|hat|nickname|orphanage,French,France,PG-13,19430000,6.7,2.35
Colombiana ,Olivier Megaton,112,Jordi Mollà,Callum Blue,Jesse Borrego,36665854,Action|Crime|Drama|Thriller,female in a shower|female nudity|premarital sex|sex scene|woman wearing a miniskirt,English,France,PG-13,40000000,6.4,2.35
Deterrence ,Rod Lurie,104,Kevin Pollak,Kathryn Morris,Timothy Hutton,144583,Drama|Thriller,colorado|diner|iraq|nuclear missile|president,English,France,R,800000,6.5,1.85
Dick ,Andrew Fleming,94,Ryan Reynolds,Will Ferrell,Kirsten Dunst,6241697,Comedy,political cover up|political satire|teenage girl|white house|witness,English,France,PG-13,13000000,6.1,1.85
District B13 ,Pierre Morel,84,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,1197786,Action|Crime|Thriller,bomb|gang|police|sister|undercover cop,French,France,R,12000000,7.2,2.35
Domino ,Tony Scott,127,Ian Ziering,Mo'Nique,Edgar Ramírez,10137232,Action|Biography|Crime|Drama|Thriller,bounty hunter|fbi|female bounty hunter|female nudity|reality show,English,France,R,50000000,6,2.35
Enter the Void ,Gaspar Noé,161,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,336467,Drama|Fantasy,drug deal|drugs|explicit sex|love|stripper,English,France,Not Rated,13000000,7.3,2.35
Ernest & Celestine ,Stéphane Aubier,80,Mackenzie Foy,Megan Mullally,Lambert Wilson,71442,Animation|Comedy|Crime|Drama|Family,bear|dentist|friendship|mouse|prejudice,French,France,PG,9600000,7.9,1.85
Escobar: Paradise Lost ,Andrea Di Stefano,120,Josh Hutcherson,Brady Corbet,Carlos Bardem,106869,Crime|Drama|Romance|Thriller,colombia|dream|love|surfer|village,English,France,R,17000000,6.6,
Femme Fatale ,Brian De Palma,114,Peter Coyote,Gregg Henry,Rie Rasmussen,6592103,Crime|Drama|Mystery|Thriller,ambassador|cannes|identity|suicide|thief,English,France,R,35000000,6.3,1.85
From Paris with Love ,Pierre Morel,92,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,23324666,Action|Thriller,ambassador|cia|dinner|spy|terrorist,English,France,R,52000000,6.5,2.35
Green Zone ,Paul Greengrass,115,Matt Damon,Sean Huze,Igal Naor,35024475,Action|Drama|Thriller|War,cia|iraq|iraqi|political military conspiracy|weapon of mass destruction,English,France,R,100000000,6.9,2.35
High Tension ,Alexandre Aja,89,Cécile De France,Maïwenn,Oana Pellea,3645438,Horror,car chase|plot twist|police van|rear ending a car|slasher,French,France,Unrated,2200000,6.8,2.35
Hitman ,Xavier Gens,94,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,39687528,Action|Crime|Drama|Thriller,hitman|impersonation|see through dress|topless female nudity|woman on top,English,France,R,24000000,6.3,2.35
I Love You Phillip Morris ,Glenn Ficarra,102,Dameon Clarke,Louis Herthum,Annie Golden,2035566,Biography|Comedy|Crime|Drama|Romance,character name in title|con artist|fraud|gay|prison break,English,France,R,13000000,6.6,1.85
Jakob the Liar ,Peter Kassovitz,120,Robin Williams,Mark Margolis,Michael Jeter,4956401,Drama|War,german|ghetto|hope|nazi|radio,English,France,PG-13,15000000,6.5,1.85
Jefferson in Paris ,James Ivory,139,Seth Gilliam,Todd Boyce,Nigel Whitmey,2474000,Biography|Drama|History|Romance,18th century|ambassador|french revolution|friendship|thomas jefferson,English,France,PG-13,14000000,5.7,1.85
JFK ,Oliver Stone,206,Sally Kirkland,Jay O. Sanders,Cheryl Penland,70405498,Drama|History|Thriller,death|gay slur|homosexuality|investigation|president,English,France,R,40000000,8,2.35
Joyeux Noel ,Christian Carion,116,Gary Lewis,Dany Boon,Ian Richardson,1050445,Drama|History|Music|Romance|War,christmas|no man's land|soldier|trench|world war one,French,France,PG-13,22000000,7.8,2.35
Just Visiting ,Jean-Marie Poiré,84,Bridgette Wilson-Sampras,Matt Ross,John Aylward,4777007,Comedy|Fantasy|Sci-Fi,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,English,France,PG-13,40000000,5.8,2.35
Kansas City ,Robert Altman,116,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,1292527,Crime|Drama|Music|Thriller,1930s|election|female frontal nudity|kansas city|politician,English,France,R,19000000,6.3,1.85
Killing Zoe ,Roger Avary,99,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,418953,Crime|Drama|Thriller,bank|bastille day|call girl|childhood friend|drugs,English,France,R,1500000,6.5,1.85
Kiss of the Dragon ,Chris Nahon,98,Jet Li,Bridget Fonda,Max Ryan,36833473,Action|Crime|Drama|Thriller,action hero|chinese|forced prostitution|one man army|title spoken by character,English,France,R,25000000,6.6,2.35
L'auberge espagnole ,Cédric Klapisch,111,Romain Duris,Cécile De France,Iddo Goldberg,3895664,Comedy|Drama,apartment|erasmus|language|student|trip,French,France,R,5300000,7.3,1.85
Les visiteurs ,Jean-Marie Poiré,107,Christian Clavier,Isabelle Nanty,Valérie Lemercier,700000,Comedy|Fantasy|Sci-Fi,distant past|future time travel|nobleman|squire|trapped in the past,French,France,R,50000000,7,2.35
Little White Lies ,Guillaume Canet,134,François Cluzet,Benoît Magimel,Gilles Lellouche,183662,Comedy|Drama,friend|restaurant|secret|unrequited love|vacation,French,France,Not Rated,25000000,7.1,2.35
Lockout ,James Mather,95,Joseph Gilgun,Vincent Regan,Jacky Ido,14291570,Action|Adventure|Sci-Fi|Thriller,bodyguard|maximum security prison|outer space|president|prison,English,France,PG-13,20000000,6.1,2.35
Lucky Numbers ,Nora Ephron,105,Michael Rapaport,Michael Moore,Richard Schiff,10014234,Comedy|Crime,celebrity|lottery|murder|snowmobile|weatherman,English,France,R,65000000,5,1.85
Lucy ,Luc Besson,89,Scarlett Johansson,Morgan Freeman,Amr Waked,126546825,Action|Sci-Fi|Thriller,brain capacity|drugs|fictional drug|one woman army|tough girl,English,France,R,40000000,6.4,2.35
Maniac ,Franck Khalfoun,89,America Olivo,Nora Arnezeder,Liane Balaban,12843,Horror|Thriller,exhibition|mannequin|obsession|oral sex|photographer,English,France,Not Rated,6000000,6.1,2.35
March of the Penguins ,Luc Jacquet,80,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,77413017,Documentary,chick|emperor penguin|journey|ocean|penguin,French,France,G,8000000,7.6,1.85
Micmacs ,Jean-Pierre Jeunet,105,Omar Sy,Dany Boon,André Dussollier,1260917,Action|Comedy|Crime,bullet|contortionist|gag humor|human cannonball|revenge,French,France,R,27000000,7.2,2.35
Mississippi Mermaid ,François Truffaut,123,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,26893,Crime|Drama|Romance,antibes|hotel|island|reunion|reunion island,French,France,R,1600000,7.2,2.35
Molière ,Laurent Tirard,120,Romain Duris,Ludivine Sagnier,Fabrice Luchini,634277,Comedy|History,deathbed|play|playwright|prison|theater,French,France,PG-13,16000000,7.3,2.35
Mulholland Drive ,David Lynch,147,Naomi Watts,Robert Forster,Laura Harring,7219578,Drama|Mystery|Thriller,amnesia|car accident|female protagonist|lesbian sex|loss of memory,English,France,R,15000000,8,1.85
Munich ,Steven Spielberg,163,Ayelet Zurer,Moritz Bleibtreu,Mathieu Amalric,47379090,Drama|History|Thriller,arab|black september|israel|jew|munich olympics,English,France,R,70000000,7.6,2.35
Nomad: The Warrior ,Sergey Bodrov,112,Jay Hernandez,Kuno Becker,Jason Scott Lee,77231,Drama|History|War,1800s|kazakhstan|nomad,Kazakh,France,R,25000000,6,2.35
Oceans ,Jacques Perrin,104,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,19406406,Documentary|Drama,damselfish|ocean habitat|ocean life|razorfish|spider crab,French,France,G,40000000,7.8,2.35
Of Gods and Men ,Xavier Beauvois,122,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,3950029,Drama,catholic church|community|monastery|monk|terrorist,French,France,PG-13,4000000,7.2,2.35
On the Road ,Walter Salles,137,Kristen Stewart,Viggo Mortensen,Kirsten Dunst,717753,Adventure|Drama,benzedrine|cactus|drugs|poem|year 1949,English,France,R,25000000,6.1,2.35
One to Another ,Pascal Arnold,95,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,18435,Drama,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,French,France,Unrated,1400000,5.8,1.85
Original Sin ,Michael Cristofer,118,Angelina Jolie Pitt,Gregory Itzin,Jack Thompson,16252765,Drama|Mystery|Romance|Thriller,delaware|erotica|money|pursuit|sex scene,English,France,R,42000000,6,2.35
"Paris, je t'aime ",Olivier Assayas,120,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,4857376,Comedy|Drama|Romance,baby|divorce|oscar wilde|pigalle|tourist,French,France,R,13000000,7.3,1.85
Persepolis ,Vincent Paronnaud,89,Catherine Deneuve,Gena Rowlands,Danielle Darrieux,4443403,Animation|Biography|Drama|War,dream|girl|iran|islamic revolution|revolution,French,France,PG-13,7300000,8,1.85
Pride & Prejudice ,Joe Wright,135,Talulah Riley,Brenda Blethyn,Simon Woods,38372662,Drama|Romance,bachelor|england|gentleman|georgian|love,English,France,PG,28000000,7.8,2.35
Primary Colors ,Mike Nichols,143,Maura Tierney,Adrian Lester,Paul Guilfoyle,38966057,Comedy|Drama,campaigning|candidate|election|governor|president,English,France,R,65000000,6.7,2.35
Raising Victor Vargas ,Peter Sollett,88,Victor Rasuk,Melonie Diaz,Judy Marte,2073984,Drama|Romance,based on short film|manhattan new york city|urination|vomiting|watching television,English,France,R,800000,7.2,1.85
Renaissance ,Christian Volckman,105,Romola Garai,Catherine McCormack,Kevork Malikyan,63260,Action|Animation|Sci-Fi|Thriller,future|kidnapping|missing file|paris france|year 2054,English,France,R,14000000,6.7,2.35
Resident Evil: Extinction ,Russell Mulcahy,94,Milla Jovovich,Mike Epps,James Tumminia,50648679,Action|Horror|Sci-Fi|Thriller,clone|convoy|crow|desert|satellite,English,France,R,45000000,6.3,2.35
Rubber ,Quentin Dupieux,82,Haley Ramm,Jack Plotnick,Cecelia Antoinette,98017,Comedy|Fantasy|Horror,desert|dump|show|spectator|tire,English,France,R,500000,5.8,1.85
Sarah's Key ,Gilles Paquet-Brenner,111,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,7691700,Drama|War,apartment|escape|jewish family|journalist|key,French,France,PG-13,10000000,7.5,2.35
Showgirls ,Paul Verhoeven,131,Bobbie Phillips,Elizabeth Berkley,Robert Davi,20302961,Drama,cult film|lap dance|lap dancing|stripper|striptease,English,France,NC-17,45000000,4.6,2.35
Silent Hill: Revelation 3D ,Michael J. Bassett,95,Radha Mitchell,Deborah Kara Unger,Martin Donovan,17529157,Adventure|Drama|Horror|Mystery|Thriller,18th birthday|alternate reality|introduction|nightmare|on the run,English,France,R,20000000,5,2.35
Silent House ,Chris Kentis,86,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,12555230,Drama|Horror|Mystery|Thriller,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot,English,France,R,2000000,5.3,1.85
Southland Tales ,Richard Kelly,160,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,273420,Comedy|Mystery|Sci-Fi|Thriller,amnesia|boxer|conspiracy|police|porn star,English,France,R,17000000,5.5,2.35
Taken 2 ,Olivier Megaton,98,Liam Neeson,Luke Grimes,D.B. Sweeney,139852971,Action|Crime|Thriller,albanian|revenge|revenge motive|teenage daughter|vacation,English,France,PG-13,45000000,6.3,2.35
Taken 3 ,Olivier Megaton,115,Liam Neeson,Dougray Scott,Jon Gries,89253340,Action|Thriller,betrayal|death|final showdown|murder|on the run,English,France,PG-13,48000000,6,2.35
Taken ,Pierre Morel,93,Liam Neeson,Holly Valance,Xander Berkeley,145000989,Action|Thriller,agent|cia|france|rescue|teenage abduction,English,France,PG-13,25000000,7.9,2.35
The Artist ,Michel Hazanavicius,100,Bérénice Bejo,Ed Lauter,Beth Grant,44667095,Comedy|Drama|Romance,1920s|jack russell terrier|modern silent movie|movie star|movie studio,English,France,PG-13,15000000,8,1.33
The Chorus ,Christophe Barratier,97,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,3629758,Drama|Music,boarding school|boy|choir|school|teacher,French,France,PG-13,5500000,7.9,2.35
The Fifth Element ,Luc Besson,126,Milla Jovovich,Bruce Willis,Gary Oldman,63540020,Action|Adventure|Sci-Fi,1910s|alien|artificially created woman|love|taxi driver,English,France,PG-13,93000000,7.7,2.35
The Ghost Writer ,Roman Polanski,128,Jim Belushi,Olivia Williams,Timothy Hutton,15523168,Mystery|Thriller,british prime minister|death|island|memoir|writer,English,France,PG-13,45000000,7.2,2.35
The Good Thief ,Neil Jordan,109,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,3517797,Action|Crime|Drama|Romance|Thriller,casino|french riviera|gambler|heist|partner,English,France,R,25000000,6.6,1.85
The Last Exorcism Part II ,Ed Gass-Donnelly,93,Muse Watson,Spencer Treat Clark,Ashley Bell,15152879,Drama|Horror|Thriller,car fire|evil|hospital|hotel|prophecy,English,France,PG-13,5000000,4,2.35
The Last Exorcism ,Daniel Stamm,87,Caleb Landry Jones,Ashley Bell,Patrick Fabian,40990055,Drama|Horror|Thriller,cult film|documentary crew|exorcism|found footage|satanic ritual,English,France,PG-13,1800000,5.6,1.85
The Little Prince ,Mark Osborne,108,Jeff Bridges,James Franco,Mackenzie Foy,1339152,Adventure|Animation|Drama|Family|Fantasy,aviator|based on book|girl|little girl|the little prince,English,France,PG,81200000,7.8,2.35
The Messenger: The Story of Joan of Arc ,Luc Besson,158,Paul Brooke,David Bailie,Rab Affleck,14131298,Adventure|Biography|Drama|History|War,cathedral|dauphin|france|trial|wartime rape,English,France,R,390000000,6.4,2.35
The Names of Love ,Michel Leclerc,100,Sara Forestier,Jacques Gamblin,Zinedine Soualem,513836,Comedy|Drama|Romance,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,French,France,R,4600000,7.2,1.85
The Neon Demon ,Nicolas Winding Refn,118,Keanu Reeves,Bella Heathcote,Charles Baker,1330827,Horror|Thriller,beauty|cannibalism|fashion|lesbian|model,English,France,R,7000000,7,2.35
The Pianist ,Roman Polanski,150,Emilia Fox,Frank Finlay,Ed Stoppard,32519322,Biography|Drama|War,ghetto|holocaust|jewish|piano|warsaw ghetto,English,France,R,35000000,8.5,1.85
The Purge: Election Year ,James DeMonaco,109,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,78845130,Action|Horror|Sci-Fi|Thriller,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,English,France,R,10000000,6.1,2.35
